,phrase,label,sentiment,subjectivity,language,count,gnd,geonames,geotype,latitude,longitude,continent,country,ipcc
the Vardousia mountains,the Vardousia mountains,LOC,-0.33333333,0.46666667,en,1.00000000,,0,,,,,,
Tunis,Tunis,GPE,-0.18750000,0.50000000,en,1.00000000,4061206-5,2464461,A,34.00000000,9.00000000,EUROPE-AFRICA,Tunisia,MED
the Northern Lights,the Northern Lights,LOC,0.26666667,0.80000000,en,1.00000000,,4981383,L,43.56064000,-70.20588000,NORTH-AMERICA,United States,ENA
Northern Lights,Northern Lights,LOC,0.00000000,0.00000000,en,1.00000000,,6084210,A,57.46822000,-118.00252000,NORTH-AMERICA,Canada,NWN
aurora borealis,aurora borealis,LOC,0.53333333,0.96666667,en,1.00000000,,8125128,S,58.59278000,-134.86278000,NORTH-AMERICA,United States,NWN
Hortiatis,Hortiatis,GPE,0.43611111,0.70277778,en,1.00000000,,0,,,,,,
Earth - Bringing,Earth - Bringing,LOC,0.30000000,0.90000000,en,1.00000000,,0,,,,,,
Mikrospilia,Mikrospilia,GPE,-0.11666667,0.39166667,en,1.00000000,,257010,P,39.42333000,21.09258000,EUROPE-AFRICA,Greece,MED
Aragon,Aragon,GPE,0.50000000,0.50000000,en,1.00000000,4068794-6,3336899,A,41.50000000,-0.66667000,EUROPE-AFRICA,Spain,MED
Paris,Paris,GPE,-0.18750000,0.50000000,en,1.00000000,4044660-8,2988507,P,48.85341000,2.34880000,EUROPE,France,WCE
Selly,Selly,GPE,0.28878788,0.58040404,en,1.00000000,,2638221,P,52.43928000,-1.94025000,EUROPE,United Kingdom,NEU
Kissavos,Kissavos,GPE,0.00000000,0.00000000,en,1.00000000,7546882-7,256236,T,39.79575000,22.68497000,EUROPE-AFRICA,Greece,MED
Pelion,Pelion,GPE,0.00000000,0.00000000,en,1.00000000,4199000-6,2156547,P,-20.93333000,148.81667000,OCEANIA,Australia,EAU
Honshu,Honshu,GPE,0.00000000,0.00000000,en,1.00000000,,1862185,T,36.00000000,138.00000000,ASIA,Japan,EAS
Godoi Cruz,Godoi Cruz,GPE,0.03333333,0.06666667,en,1.00000000,,0,,,,,,
Tokyo,Tokyo,GPE,0.00000000,0.00000000,en,1.00000000,4078337-6,1850147,P,35.68950000,139.69171000,ASIA,Japan,EAS
Mount Elbrus,Mount Elbrus,LOC,0.09841270,0.37349206,en,1.00000000,,563532,T,43.35276000,42.43750000,ASIA,Russia,WCA
the Kabardino-Balkaria region,the Kabardino-Balkaria region,LOC,0.06666667,0.33333333,en,1.00000000,,0,,,,,,
Northeast US,Northeast US,LOC,0.38989899,0.69595960,en,1.00000000,,11887749,L,42.80019000,-74.11805000,NORTH-AMERICA,United States,ENA
the Municipality of Agios Dimitrios,the Municipality of Agios Dimitrios,GPE,-0.02500000,0.44166667,en,1.00000000,,0,,,,,,
Arcadia,Arcadia,GPE,0.00000000,0.00000000,en,1.00000000,,5324477,P,34.13973000,-118.03534000,NORTH-AMERICA,United States,WNA
Lisbon,Lisbon,GPE,-0.04166667,0.43333333,en,1.00000000,4035919-0,2267057,P,38.72509000,-9.14980000,EUROPE-AFRICA,Portugal,MED
Messinia,Messinia,GPE,-0.27500000,0.34722222,en,1.00000000,16080256-8,257149,A,37.25000000,21.83333000,EUROPE-AFRICA,Greece,MED
Britain,Britain,GPE,-0.30277778,0.63888889,en,1.00000000,4321693-6,4839292,P,41.66121000,-72.77954000,NORTH-AMERICA,United States,ENA
Agia,Agia,GPE,-0.28181818,0.56060606,en,1.00000000,1111131856,264194,P,38.01667000,23.83333000,EUROPE-AFRICA,Greece,MED
Anthousa,Anthousa,GPE,-0.28181818,0.56060606,en,1.00000000,,8740260,P,38.02544000,23.87617000,EUROPE-AFRICA,Greece,MED
Parga,Parga,GPE,-0.28181818,0.56060606,en,1.00000000,,255736,P,39.28572000,20.40044000,EUROPE-AFRICA,Greece,MED
Aradippou,Aradippou,GPE,0.00000000,0.30000000,en,1.00000000,7667668-7,146796,P,34.94779000,33.58813000,EUROPE-AFRICA,Cyprus,MED
Espiritu Santo,Espiritu Santo,GPE,0.00000000,0.00000000,en,1.00000000,4085612-4,3463930,A,-20.00000000,-40.75000000,SOUTH-AMERICA,Brazil,NES
Lapsistas,Lapsistas,GPE,-0.21428571,0.35714286,en,1.00000000,,0,,,,,,
Savoie,Savoie,GPE,-0.10000000,0.20000000,en,1.00000000,117150-1,2975517,A,45.46805000,6.48547000,EUROPE,France,WCE
Alpheios,Alpheios,GPE,-0.10000000,0.58333333,en,1.00000000,,265345,H,37.61361000,21.45303000,EUROPE-AFRICA,Greece,MED
Villas,Villas,GPE,-0.70000000,0.66666667,en,1.00000000,,4047914,P,26.55035000,-81.86870000,NORTH-AMERICA,United States,ENA
New,New,LOC,0.04545455,0.25151515,en,1.00000000,4042011-5,5128581,P,40.71427000,-74.00597000,NORTH-AMERICA,United States,ENA
Katafurko,Katafurko,GPE,0.02232143,0.27589286,en,1.00000000,,0,,,,,,
Phaistos,Phaistos,GPE,-0.41250000,0.52083333,en,1.00000000,4196656-9,262531,S,35.05104000,24.81438000,EUROPE-AFRICA,Greece,MED
Elafonissos,Elafonissos,GPE,-0.70000000,0.66666667,en,1.00000000,,262817,P,36.50805000,22.97885000,EUROPE-AFRICA,Greece,MED
Western Attica,Western Attica,LOC,-0.05000000,0.05000000,en,1.00000000,4652667-5,5107486,P,42.86423000,-78.28029000,NORTH-AMERICA,United States,ENA
Komi Republic,Komi Republic,GPE,0.00000000,0.00000000,en,1.00000000,,545854,A,64.12500000,54.79167000,EUROPE,Russia,EEU
Western Greece -,Western Greece -,LOC,-0.27500000,0.34722222,en,1.00000000,4115867-2,255683,P,38.24620000,21.73508000,EUROPE-AFRICA,Greece,MED
Taman,Taman,GPE,0.00000000,0.00000000,en,1.00000000,7575825-8,1734660,L,4.76700000,102.44381000,ASIA,Malaysia,SEA
Preveza,Preveza,GPE,-0.70000000,0.66666667,en,1.00000000,4496630-1,254698,P,38.95617000,20.75050000,EUROPE-AFRICA,Greece,MED
Anderlecht,Anderlecht,GPE,0.00000000,0.00000000,en,1.00000000,4079771-5,2803201,P,50.83619000,4.31454000,EUROPE,Belgium,WCE
Pafos,Pafos,GPE,0.00000000,0.00000000,en,1.00000000,4104677-8,146214,P,34.77679000,32.42451000,EUROPE-AFRICA,Cyprus,MED
Pieria,Pieria,GPE,-0.45000000,0.58333333,en,1.00000000,,734650,T,40.26847000,22.20435000,EUROPE-AFRICA,Greece,MED
Zonguldak,Zonguldak,GPE,-0.20000000,0.00000000,en,1.00000000,4119254-0,737022,P,41.45139000,31.79305000,EUROPE-AFRICA,Turkey,MED
Tekke Park,Tekke Park,GPE,0.00000000,0.37500000,en,1.00000000,,0,,,,,,
Paralia,Paralia,GPE,0.00000000,0.00000000,en,1.00000000,,255777,P,38.19833000,21.70263000,EUROPE-AFRICA,Greece,MED
Bartholomew,Bartholomew,GPE,0.00000000,0.00000000,en,1.00000000,4085304-4,4256038,P,39.20144000,-85.92138000,NORTH-AMERICA,United States,ENA
Eurovision,Eurovision,GPE,0.03333333,0.06666667,en,1.00000000,,0,,,,,,
Kymi,Kymi,GPE,-0.27500000,0.68055556,en,1.00000000,6143593-4,259806,P,38.63477000,24.10287000,EUROPE-AFRICA,Greece,MED
Lesvos,Lesvos,GPE,-0.70000000,0.66666667,en,1.00000000,4035433-7,258466,T,39.20353000,26.27655000,EUROPE-AFRICA,Greece,MED
the Kuril Islands,the Kuril Islands,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
the National Oceanic,the National Oceanic,LOC,0.06666667,0.46666667,en,1.00000000,,4775488,S,38.97539000,-77.48166000,NORTH-AMERICA,United States,ENA
the National Garden,the National Garden,LOC,-0.08333333,0.34333333,en,1.00000000,,5694596,L,41.73221000,-102.34876000,NORTH-AMERICA,United States,CNA
Kymi Beach - NAVTEMPORIKI,Kymi Beach - NAVTEMPORIKI,GPE,0.00000000,0.50000000,en,1.00000000,,0,,,,,,
Paralia Kymi,Paralia Kymi,GPE,0.00000000,0.50000000,en,1.00000000,,255771,P,38.63055000,24.12400000,EUROPE-AFRICA,Greece,MED
Kymi Beach,Kymi Beach,GPE,0.00000000,0.00000000,en,1.00000000,,11238639,T,60.49090000,26.74247000,EUROPE,Finland,NEU
the Gefyriou Plaka-Agnaton-Pramanton,the Gefyriou Plaka-Agnaton-Pramanton,LOC,0.50000000,0.50000000,en,1.00000000,,0,,,,,,
Polygy,Polygy,GPE,-0.20000000,0.50000000,en,1.00000000,,0,,,,,,
Imerou Pefkou street,Imerou Pefkou street,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Gerolimenas,Gerolimenas,GPE,0.00000000,0.00000000,en,1.00000000,,251385,P,36.48297000,22.40054000,EUROPE-AFRICA,Greece,MED
Assos,Assos,GPE,0.10000000,0.40000000,en,1.00000000,4003268-1,264421,P,37.93955000,22.82223000,EUROPE-AFRICA,Greece,MED
the United States of America,the United States of America,GPE,0.00000000,0.00000000,en,1.00000000,,11887752,L,33.45876000,-90.15081000,NORTH-AMERICA,United States,CNA
Sarapio,Sarapio,LOC,0.00000000,0.00000000,en,1.00000000,,5490441,H,35.47491000,-105.81562000,NORTH-AMERICA,United States,WNA
Guaiba,Guaiba,GPE,0.50000000,0.50000000,en,1.00000000,,3473964,P,-30.11389000,-51.32500000,SOUTH-AMERICA,Brazil,SES
Agiokampos,Agiokampos,GPE,-0.51666667,0.66666667,en,1.00000000,,264056,T,39.71667000,22.86667000,EUROPE-AFRICA,Greece,MED
North Carolina,North Carolina,GPE,0.00000000,0.00000000,en,1.00000000,4042551-4,4563243,P,18.38078000,-65.95739000,CENTRAL-AMERICA,Puerto Rico,CAR
Dymaion Beach,Dymaion Beach,GPE,-0.21944444,0.51388889,en,1.00000000,,0,,,,,,
the Municipality of Thira,the Municipality of Thira,GPE,-0.25000000,0.83333333,en,1.00000000,,0,,,,,,
Agiokambos,Agiokambos,LOC,-0.10000000,0.22222222,en,1.00000000,,0,,,,,,
Caribbean,Caribbean,LOC,-0.10400000,0.84066667,en,1.00000000,,0,,,,,,
the Democratic Republic of Congo,the Democratic Republic of Congo,GPE,-0.20000000,0.55000000,en,1.00000000,4067357-1,203312,A,-2.50000000,23.50000000,AFRICA,Democratic Republic of the Congo,CAF
New Philadelphia,New Philadelphia,GPE,0.13636364,0.45454545,en,1.00000000,4130611-9,4145381,P,39.74595000,-75.54659000,NORTH-AMERICA,United States,ENA
Samos,Samos,GPE,-0.70000000,0.66666667,en,1.00000000,4051507-2,254114,T,37.73292000,26.81186000,EUROPE-AFRICA,Greece,MED
Mesaria,Mesaria,GPE,0.00000000,0.25000000,en,1.00000000,,257224,P,36.39893000,25.44807000,EUROPE-AFRICA,Greece,MED
Thira,Thira,GPE,0.00000000,0.00000000,en,1.00000000,4106276-0,252919,T,36.40572000,25.45682000,EUROPE-AFRICA,Greece,MED
Sayada,Sayada,GPE,0.00000000,0.00000000,en,1.00000000,,11104956,A,35.66681000,10.89079000,EUROPE-AFRICA,Tunisia,MED
Southern California,Southern California,LOC,0.06818182,0.22727273,en,1.00000000,,11071615,L,34.68743000,-116.78467000,NORTH-AMERICA,United States,WNA
North America,North America,LOC,-0.10400000,0.84066667,en,1.00000000,,0,,,,,,
Trois-Rivières,Trois-Rivières,GPE,0.05000000,0.20000000,en,1.00000000,4119717-3,6169141,P,46.34515000,-72.54770000,NORTH-AMERICA,Canada,ENA
Goa,Goa,GPE,-0.06500000,0.21500000,en,1.00000000,4021394-8,1271157,A,15.33333000,74.08333000,ASIA,India,SAS
Barnet,Barnet,GPE,0.10000000,0.30000000,en,1.00000000,4261176-3,2656295,P,51.65000000,-0.20000000,EUROPE,United Kingdom,NEU
Sporades,Sporades,GPE,-0.11666667,0.32916667,en,1.00000000,,251155,T,39.09170000,24.16443000,EUROPE-AFRICA,Greece,MED
Tsiknopempti,Tsiknopempti,LOC,0.25000000,0.25000000,en,1.00000000,,0,,,,,,
the Kouris Dam,the Kouris Dam,LOC,0.05000000,0.21666667,en,1.00000000,,0,,,,,,
Alassa,Alassa,GPE,0.05000000,0.21666667,en,1.00000000,1175268534,10346997,A,34.75876000,32.92369000,EUROPE-AFRICA,Cyprus,MED
Palaiochora,Palaiochora,GPE,0.00000000,0.00000000,en,1.00000000,,256131,P,35.23128000,23.68185000,EUROPE-AFRICA,Greece,MED
Slovakia,Slovakia,GPE,0.00000000,0.00000000,en,1.00000000,4055297-4,3057568,A,48.66667000,19.50000000,EUROPE,Slovakia,WCE
the Tatra Mountains,the Tatra Mountains,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
North London,North London,GPE,0.10000000,0.30000000,en,1.00000000,4433162-9,4839416,P,41.35565000,-72.09952000,NORTH-AMERICA,United States,ENA
Montreal,Montreal,GPE,0.05000000,0.20000000,en,1.00000000,4040188-1,6077243,P,45.50884000,-73.58781000,NORTH-AMERICA,Canada,ENA
London,London,GPE,-0.20000000,0.40000000,en,1.00000000,4074335-4,2643743,P,51.50853000,-0.12574000,EUROPE,United Kingdom,NEU
Eastern Turkey,Eastern Turkey,LOC,0.00000000,0.00000000,en,1.00000000,,10922505,L,39.42657000,41.23464000,ASIA,Turkey,WCA
Copenhagen,Copenhagen,GPE,0.00000000,0.00000000,en,1.00000000,4032399-7,2618425,P,55.67594000,12.56553000,EUROPE,Denmark,NEU
Ankara,Ankara,GPE,0.00000000,0.10000000,en,1.00000000,4002075-7,323786,P,39.91987000,32.85427000,EUROPE-AFRICA,Turkey,MED
Enipeas,Enipeas,GPE,-0.13833333,0.47500000,en,1.00000000,,0,,,,,,
Papaflessa,Papaflessa,LOC,0.08333333,0.62916667,en,1.00000000,,255796,P,37.09316000,21.78911000,EUROPE-AFRICA,Greece,MED
Themistokleous,Themistokleous,GPE,0.08333333,0.62916667,en,1.00000000,,252971,T,37.93317000,23.62424000,EUROPE-AFRICA,Greece,MED
Fiji,Fiji,GPE,0.18750000,0.28333333,en,1.00000000,4017063-9,2205218,A,-18.00000000,178.00000000,PACIFIC,Fiji,SPO
